content,label
買的時候猶豫了很久 怕京東方的螢幕會不好 但是到貨的時候松了口氣 螢幕很清晰 檢測了一下 少許漏光可以忽略不計 也沒有壞點 不滿意的地方是微鯨的資源有點少 而且白金會員還有好多東西都看不了 語音藍牙遙控器也沒有標配 記憶體不知道為什麼才有12G 微鯨的操作介面還是挺乾淨俐落的,negative
"買回來才知道是4色4k,偽4k你為什麼不在介紹裡面講清楚？明明是便宜的螢幕，硬說成高大上，畫面色彩太淡，濛濛的感覺，不豔麗。和原來海信的比起來太差，全黑色能把房間照亮，漏光也太嚴重了吧。還有就是才幾天你就降價了。",negative
買來做顯示器用的，調試一下後能用，解析度低就地點吧,negative
買這款主要是沖4K屏和性比價來的 開機後仔細看了一下螢幕 顆粒感比一般電視的要小的多 也沒有出現其他網友所說的漏光現象 硬體上面由於才使用還沒什麼感覺 先使用一段時間在來評價,negative
清晰度還是稍微差了點。但是這個價位也挺可以的了，說的送騰訊會員。。這個有點坑。根本就不是。只是跟騰訊合作可以播放一些騰訊會員的資源而已,negative
清晰度很一般，感覺還沒以前買的創維清楚,negative
"確實有點漏光，4K級顯示，文字已經很難區分了,只能說免費夠4K",negative
色彩暗淡，怎麼調都是一樣，廠家能否升級系統編輯下色彩配色，其他都還可以，系統流暢，騰訊視頻不能看NBA，和小米盒子一樣滴，價格便宜性價比還可以。,negative
色彩包牠度太差沒有語音搖空功能,negative
色彩一般，都是這樣貨,negative
閃屏。換了新的，快遞員上門換的，態度很好，試了新機子後才走的。售後很到位，好好好。,negative
送貨快，但是電視顏色畫質不是很理想，申請退貨了。,negative
送貨速度快，螢幕有些漏光。電視系統很好，無廣告。價位相比去年漲的有點多，不過大家電，基本要用到5-6年，折算下來每年也沒多少。希望後期使用品質能過關,negative
挺好用的，系統也很智慧。可以自動識別切換輸入裝置。線上看視頻有小小的拖影，習慣後並不明顯。介面豐富，USB外接硬碟播放4k無拖影和卡頓。玩遊戲還是用專門的顯示器吧，電視玩遊戲體驗並不好 系統體驗5星 畫面5星 播放體驗4星 玩遊戲3星,negative
外觀和邊框沒問題，智慧電視功能也齊全，只有一點不滿意就是解析度不夠，在43寸螢幕下顯得圖像不清晰，小字看不清。,negative
外觀很不錯，螢幕大，就是看普通數位電視，畫面清晰度不行。,negative
物流還是那麼快，第二天到貨，包裝也完好，當天就安起了，但是有個問題就是每次待機過後開機時間很長，不知道是什麼原因。電視還是很漂亮的，但是上邊有點彎曲，是正常的嗎？還有就是彎曲的地方有漏光，說實話，不怎麼好。,negative
物流挺快的，兩天就到了，電視用了一段時間再來評價，電視的系統挺流暢的，介面也比較簡潔，歌曲的mv畫質太差了，軟體的資源也比較少，總體來說，還是挺不錯的，安裝比較簡單，適合家裡人用,negative
謝謝海小豹的耐心引導，剛收到，打開一看太大氣了，而且上檔次，簡直是高大上中的高大上啊，購買55寸的，我家距離4米，我的感覺是大了一點，靠在沙發上是正好的，但是小朋友看還是近了點，電視邊緣優點小漏光，但是還是可以的，清晰度也挺好的，總之是很滿意的一次購物,negative
顏色不錯，就是有少許漏光，放在房間看電視大小剛好合適。,negative
音質太差，畫面模糊，是我買過所有電視裡面最垃圾的。也不給退貨，說沒有保存泡沫和箱子。真是服了。在京東買過好多東西，以後絕對不會再買。,negative
用了很久了，現在來評論，除了有點漏光，其他都不錯,negative
用網路看比較清晰，直播的話清晰度不是很好，一分價錢一分貨吧,negative
優點：圖像清晰度高！開機速度快約為10秒！真4K！性價比中上！系統較人性化！整體系統運行流暢！有HDR效果顯著！搖控器新潮！ 缺點：外殼塑膠感強！螢幕有漏光！音響~~基本國產機的通病！介面小了音訊同軸! 總體這個價位這個配置算高！ 總體,negative
有漏光,negative
有漏光。但畢竟價格就擺在那裡，要求不太高也能接受。總體滿意,negative
這塊螢幕太差了。。。跟樂視差太多了。。。,negative
整體還是可以的。螢幕左上角有一點漏光。,negative
之前買過43寸4k的，那台電視除了遙控器有故障外，一切都好。這台電視對比之前買過的，差的不是一點半點，清晰度不行，而且有至少10個暗點，很細微，不認真看看不出來，說明螢幕用的是廉價屏，我相信不止我這台電視有這個問題，音質就是垃圾，只能說能響。說下售後問題，第一台電視的遙控申請售後，一直不處理，微鯨總在推脫。鑒於這種品質和售後，買第二天申請退貨，微鯨也是處理不積極。良心評價，隨便對質。另第一台是一四四九買的，確實超值，這台真的不值這個價,negative
品質不知道，反正做工不細，清晰度也一般，色彩也不好，對畫質要求高不介意購買,negative
總體不錯，款式靚家人很中意。但看有線電視時出現一閃一閃的劃痕跡象，看起來不爽。,negative
總體還不錯，但是想著低價高質的可以繞道了，這電視適合接廣電或者電信之類送的機上盒，看看直播挺不錯的，偶爾看下電影什麼的也還將就，臥室用著不錯，一分錢一分貨吧，要求不高買來追求下新鮮是不錯的選擇，特別說下良心的地方，自帶系統流暢不卡，不聯網開機沒有廣告，聯網有沒有就不知道了，缺點確實也很明顯，暗角，背光不均勻都有，色彩寬幅不夠,negative
總體還可以，就是清晰度差了點,negative
總體還是比較滿意，聲音部分有點瑕疵，換貨後依然如此，不影響正常觀看，有些許漏光，可以忍受,negative
總體來說還是不錯的，貌似不是硬屏，按下去有水波紋，漏光還是比較嚴重的，系統反應速度有時比較慢，一分價錢一分貨，好在沒有開關機廣告。,negative
可口可樂中獎40寸的電視機，品質有問題，電視機畫面上半部分，是花螢幕， 已經拒絕簽收， 那我現在怎麼辦？ 電視機品質有問題 拒絕簽收對不對？還是應該簽收了？然後聯繫你們？我現在怎麼辦？,negative
微鯨電視w50j戲曲頻道清晰度太差了，快點給增加高清超清,negative
安裝完畢，品質不錯，就是後面調整角度的螺絲設計不理想，掛上去不好固定擰緊，而且價格稍貴還不包郵，第二次買了，第一次便宜很多，這次買的有點不划算，總體還是給好評吧,negative
電視還算清楚。1000多的電視還是相當可以。美中不足的是電視太厚了!比我預期的要差一點。,negative
"後蓋螺絲有生_的痕跡，電視機很輕，跟圖片美觀沒法比，電視機比較厚9cm,不是超薄的只是邊上比較薄，顯示器細看不是很清晰，不過功能，螢幕暫沒發現問題，天線信號換台很不方便，無法輸入數位，只能上下翻。感覺很虛，不過京東送貨服務很好？",negative
清晰度不錯。這價格買到這樣的品質很不錯了。局部細節做的不夠好。底座的螺絲不好裝。設計的不夠好,negative
外觀看起來不好看，整體太厚邊框也大，使用效果還行吧，就是覺得顏色太豔了,negative
物流速度挺好，售後也不錯，老遠的山區也可以去。唯一遺憾的是電視機四個角上有輕微的發黑，不知道是不是螢幕的原因用的來說這次購物還是挺滿意的。,negative
性價比很高，操作系統反應快，1.5G+8G，四核處理器！不錯的電視機，過年前買的微鯨電視機，系統一樣的！當然一分錢一分貨，就是做工差了點，沒有金屬機身，也沒有金屬邊框！窮人啊，壁掛要150元，換不起啊！,negative
一般吧，太厚了，架子也夠厚，無線連接老是斷,negative
因為以前的電視被兒子打壞，不得不重新買一個，選擇這款的原因是配置較高，螢幕較清晰，現在剛收貨，試看了一小時，感覺如下：1做工方面還好，不過是塑膠的，和我以前的金屬比差了點2螢幕大，比我以前的49寸大，比較清晰，不過和我以前的原裝LG IPS A++屏比還有些差距，這次打算掛裝起來了，預約了安裝，整體滿意！,negative
這個架子估計不是不_鋼的，模具沖下來劃痕位置全部都掉塗層了，嘛玩意啊,negative
"啊啊啊啊這電視機顏值很高的樣子啊！ //@愛未停-陳偉霆資源博:#陳偉霆# #陳偉霆代言微鯨電視# 小資源不要當太厚，只想當佛爺的小跟班 @William威廉陳偉霆<!--<p class=""refer_url"">http://weibo.com/WhaleyTelevision?refer_flag=1001030103_</p><p class=""url"">http://weibo.com/5523250921/ED7u5z8Jx?refer_flag=1001030103_</p><p class=""author"">微鯨</p><p class=""content"">4月7日鯨動八荒_巔峰24小時，@William威廉陳偉霆 邀您共賞微鯨電視2代巔峰顏值，與真佛爺一起拒絕“太厚”！直降900元，僅在4月7日京東巔峰24小時！更多驚喜請點擊網頁連結</p><p class=""release_date"">今天 18:08</p><p class=""picture_list"">http://wx3.sinaimg.cn/large/0061MZShly1febynhdgj3j30hs0rstk3.jpghttp://wx3.sinaimg.cn/bmiddle/0061MZShly1febynhdgj3j30hs0rstk3.jpg;</p>-->",negative
寶貝收到了，物流很快，7日交錢，8日就到了，還給送到了家，開箱驗貨沒有問題。快速裝配好，開機連網，馬上就看到了高清的視頻節目，清晰度高，值得購買。買的43D的沒有語音遙控功能有點小遺憾。,negative
不錯不錯，第一時間就開箱。不滿就是遙控有點不聽話，其他還在有待觀察and4k真不是吹的???,negative
給父母買的，今天收到，開機，連網路，都很順利。微鯨送1年會員，大部分視頻都能看了。遙控器操控也很方便，老人學習沒什麼困難。這款是微鯨43寸中的低配一款，感覺厚度厚了不少，不過這個可以忍。遙控器也縮水，紅外遙控器沒有語音控制功能，這個要減分。,negative
很不錯，遙控器壞了，給我換了個新機子！,negative
貨品已收到，就是配件裡沒有配備資料線，是節約成本嗎？,negative
看了一段時間了，螢幕變的有點彎曲，不知道是不是因為螢幕太薄的原因，成一個鼓面了，還有兩回看了幾集電視劇遙控器對電視沒有反應了，強制關機再打開才好的。安裝人員安裝調試時有一個螺絲短了，說等有空再來給上上，是有一次給我打電話來給我弄，可是我沒在家，再就沒聯繫過我。功能跟清晰度還是沒的說的，反應也可以。總之沒那麼完美，只希望能用的住就好。,negative
目前看還不錯，畫面清晰，目前還沒什麼問題，美中不足的是只有一個遙控器，沒有數位鍵盤，比較蛋疼。希望能補送一個遙控器啊，不錯的購物體驗，對了別忘記返現哦，親！ 還不錯,negative
十分喜歡，雖然不是超薄的，但也算比較輕薄，畫質一流，進口屏應該不是假的，系統速度快，電影也算豐富，總體可以給90分。藍牙遙控有好有不好，最不便是不能和機上盒的紅外匹配,negative
用了一周多，內容很多，拿到藍牙遙控後，語音搜索非常方便，父母已經會用了，體感遙控有些雞肋可玩的並不多，遊戲手柄還是有些簡單的遊戲可玩兒。三米多的觀看距離55吋沒問題。感謝長鬚鯨，巨頭鯨，小虎鯨，小_鯨，海獅提供的購買及售後諮詢_,negative
這個商品非常讓我失望，電視遙控器不好使，前後換過一次電視一次遙控器最後退貨。品質絕對有問題。但是微鯨的售後還是挺好的，很有耐心，品質就太一般啦！非常不愉快的一次購物,negative
挺薄的，都怕掰彎。色彩很好，畢竟三星屏。音響也算不錯，畢竟不是獨立音響效果已經可以了 除了低音差了點。系統反應還可以，不過滑動幀數有點底，看著不是特別流暢（目前應該是30fps，60fps最好）。內容不多不少，還可以（可以外裝app差不多）。自己接了個小米盒子，混著用資源夠了。語音辨識率也挺好的，不錯。螢幕下方有點漏光 不過還能接受，無壞點。不過65還是有點小，以後要買個75左右的。整體這個價很值了。客服云云好評，態度好服務好~,negative
hdmi接入ps3打遊戲畫面有點昏暗，遊戲模式不能調亮度，想要看的劇說了一般都能收到，音效一般，能安的軟體比較少，普通要求一般都能滿足,negative
幫朋友買的，用的頭幾天總說什麼色彩不好看啦，什麼聲音不好聽啦，等等問題，搞得我挺煩的，我一怒之下申請退貨。後來，也許是習慣了，沒退了，哈哈哈哈。,negative
第一次買的55寸，被音響驚豔了，然後去買43.沒想到音響就是個渣，螢幕裝置的也很粗糙，一碰就陷進去，和55那台品質沒得比，還號稱hifi音響。建議別買。,negative
電視聲音差太差，畫質不夠鮮豔，京東方的螢幕就是水,negative
對於這台電視配置描述和客服回復真的很心涼。 一會說標配的是語音遙控，一會又說讓我99元來買。 另外這款電視的音效問題。說的專業音效調節什麼的，結果聽音樂，看電視，音效差的想吐。 看成龍電影，成龍的聲音都不是原版的， 聽演唱會或者MV音樂，音效還不如老款手機效果好。奉勸大家不要被坑,negative
很棒的操作體驗 顏色靚麗 但音響沒有想像中的好 低音不夠渾厚,negative
紅色顯得太亮，解析度真差，看起來很難受。喇叭也差。聲音放高一點就會出現雜音。畢竟1088的貨。算了,negative
機器還好吧，就是播放有嗒嗒的噪音，很麻煩，估計品質不是很好。,negative
京東的速度就是快，一天就到了。接無線很快，隔一牆信號都是滿的，內置資源豐富（N多要VIP），音量開到13就感覺到有破音，還好只用在臥室，也不用開太大聲音。,negative
挺好的，聲音大了喇叭會有破音之類的。練好聯通的機上盒，全是電影啊。。音質和畫面都很好。物有所值。送貨員真的超級超級超級棒！！！,negative
與想像中的一樣，按預約時間送貨。電視畫面可以，聲音沒有廣告說的那樣完美，跟hifi有一段距離。操作簡單。,negative
這個電視放了一會兒就沒聲音了，還找人來修的,negative
這個電視機，還湊合，有一次還自動沒聲音了，電視機裡面喳喳喳的響，我就趕緊關機了，重開機就沒有了，可能品質有問題。,negative
整體感覺還可以，不過音響部分有點破音，不知道是什麼問題！,negative
總體來說不錯，就是感覺音效偶爾有點雜音，正在多看幾點片源，看看是片源問題還是電視問題,negative
買了個微鯨電視，總覺得聲音差點意思，想買套音響，卻沒有貨，各位有買音響嗎？是買哪個牌子的呢？,negative
東西還可以，那個開關設在後面不太好。,negative
用了幾天才評價，只能說，如果評分按10為滿，哪就7分吧。在房間大小都比較合理。我喜歡搖控的設計，方便，簡約，畫質都滿意，扣3分在於介面太小。,negative
總體來說還行，音訊輸出埠不方便,negative
1，這款機子容易碎屏， 2，第一次沒有當面通電驗機收到一個碎屏機，花了十天才換到新的， 3，不通電很難發現碎屏等等問題，但送貨的師傅不讓當面通電驗機，很奇怪的配送服務,negative
半天就壞了，開不了機，真是鬱悶！！！！維修48小時之內，等待中,negative
背面做工不怎麼樣,negative
不建議購買，建議大家加點錢換其他品牌的電視，之前買了一台上面有兩個壞點，微鯨客服態度很差，天天在扯國家範圍內是三個點，之前拒絕更換，回饋給京東的服務態度還是很好的，答應給我換了一台，不過今天看還是有壞點，懶得折騰湊合用了，估計微鯨都是買的lg的b級品，每塊屏都有點瑕疵，一分錢一分貨吧，最後講一句以後依舊支持京東，還是給好評！,negative
材質很一般，輕飄飄的，不結實,negative
產品品質一般，首次收到的機器就存在系統問題，開機時間長。後續換了新機器。。。京東售後有處理，但產品硬傷還是給人帶來困擾的,negative
產品做工一般般，後殼接縫大。開機檢查發現壞點後聯繫客服，處理,negative
大家不要買，都是騙人的，承諾送什麼跟什麼都沒有，品質也非常差，垃圾。物流速度也是跟烏龜一樣。,negative
第二台微鯨，漏光沒大家說的那麼嚴重，壞點粗略看了下沒有！就是螢幕下方中間有一異物，估計是塑膠件的毛刺！影響不大懶的換了！曲面看起來並沒有啥特的感覺！還有就是會員略坑，當初199，現在299！還多了個鑽石會員！總體滿意吧！,negative
第一次電視不到一晚黑屏了，最後換了新機子，看著還不錯。,negative
電視功能挺好，就是還是需要加強品控，之前那個電源板壞了,negative
電視看了差不多半個月了，整體不錯清晰度很高，色彩豔麗不失真。略微有點漏光可以忽略，對正常觀看沒有影響。做工也還不錯沒像網上說的那麼差。雖然是運動增強版但是觀看運動畫面還是有點暈。系統使用起來也很不錯，但是最近有過幾次半秒左右的卡頓，不知道是遙控器問題還是系統卡。再說說遙控器，有過兩次按什麼都反應，拆下電池重新安上就好了，不知道什麼問題。遙控器品質一般，過年有小孩在我家玩，把遙控器掉到地上兩三次，後來發現開機鍵和語音鍵按下去不回彈始終卡在一半那種感覺。總的來說性價比還是比較高的。有一年會員贈送挺好,negative
電視買回來一開始不錯、看了半個多月、顯示不出來了、後來聯繫客服了、來換新都等了一個多星期 清晰度也可以螢幕蠻大的、雙十一買的 1千多、現在都2千多了漲到了,negative
電視螢幕棒，康佳品質，但是邊框粗糙，有劃痕，左邊有擦痕，頂部中間縫隙太寬，,negative
電視收到了，開機試了下很清晰。第一台發過來螢幕有劃痕，客服也很熱情負責的給我解決了，果斷發了一台新的！,negative
東西還可以就是膨脹螺栓太少了，弄壞了兩個，沒得更換。因為牆體材質差異，我家的牆螺栓少就有可能固定不住~~~~,negative
"發貨慢,答應了2次都是一拖再拖,固定膨脹螺絲的自攻螺絲品質太差,擰一下那個十字都直接就花了,最後都是用榔頭敲進去的",negative
服務極差，掛架要收198元，打孔收50元，30元的掛架我無話可說，說完丟下就走了，電視機做工差,negative
感覺不值，有點兒貴。做工太差。一流差。,negative
感謝京東這次換貨十分順利，雙11買的貨當時沒有仔細驗貨，年前開箱，發現箱子破損，然後裡面的螢幕碎掉，立馬給京東打電話處理。相信京東，沒有錯,negative
很好！就是大螺絲套品質差，錘子一敲碎了！,negative
貨已收到，看了幾天還不錯，可以自己下載軟體，想看什麼都可以看，就是如果能開機就自動播放節目就好了，老人看還需要點播，有些不太方便。賣家服務態度非常好，電視郵過來螢幕有劃痕，馬上當天就又郵了一台新的過來，非常神速！,negative
開始買的壞了，在保期間，經過售後過程，現在免費換新，總體還可以吧,negative
可不可以不給星？？？品質太差，螢幕跟邊框的地方有很大的間隙,negative
買了一個月壞了，卡住藍屏不動，修不了還要等過來檢測，不是一般麻煩,negative
賣了不到三個月就壞了，開機就花屏。換了台新的，但開箱時看起來不是新的。遙控器還是我原來的，也沒給換。唉，希望這台新的能用的住吧。,negative
年前買的，物流給開箱驗貨，但是不給通電開機，外包裝什麼的都是完好的，通電以後發現螢幕裡面壞了，當時物流也停了，聯繫售後開鑒定單花了一兩天時間，年後上班以後就幫換了，物流取貨的第二天就把新機送來了！速度很快！新機開機沒有發現問題！,negative
請問系統升級後投屏綠屏是怎麼回事，播放時黑屏放聲音，無語，才買一周,negative
聲音還可以，做工非常的粗糙，電視機總體說還可以吧! 畢竟一份價錢一份貨,negative
售後服務很好，買了幾個月突然壞了，找售後，及時上班檢測，詢問一下，家裡是不是經常跳電，是跳電閘引起的，不過還是給換了台新機，感謝你們，售後服務做的這麼的好品牌，選擇你們是不會錯的，會推薦給身邊的盆友,negative
說下感受吧，315買的二代55寸電視，因為家裡收拾房子，一直沒使用，這兩天才打開電視看效果，一進去看電影不到幾分鐘遙控器就失靈，出現這種情況後，按照售後方法遙控器匹配不成功。只能強制斷電關機，或者電視後面按鍵關機，重啟後電視遙控器匹配正常，接著看電影又是以上情況。昨天已經打過售後電話，說已經回饋給技術部，後期我會繼續跟進處理情況！希望能儘快得到妥善解決！,negative
送走快遞後才發現螢幕有一道劃痕。只能認倒楣了。?,negative
塑膠感太強，做工一般，有縫的地方割手，系統還沒有體驗，整體感覺還行，對得起這個價。送貨特快，服務好,negative
塌頭，做工粗糙，工具品質差，擰幾下就變形了。螺絲一堆，我就問問怎麼跟安裝說明不一樣，少了4個，客服非常沒耐心！就一句‘’螺絲都一樣的‘’就消失了！我連問三句都沒搭理我！,negative
挺好的，回來一個星期，遙控就失靈了,negative
挺好的。送的東西很全。就是膨脹螺絲塑膠的不好,negative
挺厚實的，唯一不足的就是贈送的螺絲品質太差,negative
一直藍屏開不了機，品質太差了，建議小夥伴們選的時候三思,negative
用了一段時間，正月初四的時候黑屏了幾次！要重新啟動！不知道是怎麼回事！送貨的師傅很負責的幫我把電視安裝好！螢幕看著還很舒服！,negative
有點小劃痕，不影響使用就懶得換了，其他的滿意。。。希望品質好能多用幾年。。？,negative
這個電視配的遙控器用了2天就出現故障了，幸好他們客服的服務很到位馬上就給換了。用了幾天挺好的,negative
之前的有品質問題，換了個新的看看咋樣。。。,negative
品質不好，才買幾天就壞了,negative
品質不怎麼好，螢幕與邊框縫隙大，用手指動一下，螢幕還往裡陷,negative
品質一般吧,negative
做工確實不行，邊框處理的不好，不過無傷大雅吧,negative
電視不錯，不過今年的價格比去年貴了,negative
電視非常好，非常棒 55寸4k電視只是有點小貴。,negative
電視價格貴了,negative
